,Case,Year,Banking Crisis ,Systemic Crisis,Gold Standard,exch_usd,national currency,exch_sources,Domestic_Debt_In_Default,"SOVEREIGN EXTERNAL DEBT 1: DEFAULT and RESTRUCTURINGS, 1800-2012--Does not include defaults on WWI debt to United States and United Kingdom and post-1975 defaults on Official External Creditors","SOVEREIGN EXTERNAL DEBT 2: DEFAULT and RESTRUCTURINGS, 1800-2012--Does not include defaults on WWI debt to United States and United Kingdom but includes post-1975 defaults on Official External Creditors",GDP_Weighted_default,"Inflation, Annual percentages of average consumer prices",Independence,Currency Crises,Inflation Crises
32,1.0,1831.0,0.0,0.0,0,0.05168,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
33,1.0,1832.0,0.0,0.0,0,0.053362,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
34,1.0,1833.0,0.0,0.0,0,0.054735,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
35,1.0,1834.0,0.0,0.0,0,0.053706,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
36,1.0,1835.0,0.0,0.0,0,0.052604,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
37,1.0,1836.0,0.0,0.0,0,0.052604,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
38,1.0,1837.0,0.0,0.0,0,0.051361,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
39,1.0,1838.0,0.0,0.0,0,0.0516,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
40,1.0,1839.0,0.0,0.0,0,0.05211,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
41,1.0,1840.0,0.0,0.0,0,0.051733,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
42,1.0,1841.0,0.0,0.0,0,0.052466,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
43,1.0,1842.0,0.0,0.0,0,0.054171,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
44,1.0,1843.0,0.0,0.0,0,0.053248,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
45,1.0,1844.0,0.0,0.0,0,0.052247,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
46,1.0,1845.0,0.0,0.0,0,0.052715,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
47,1.0,1846.0,0.0,0.0,0,0.05385,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
48,1.0,1847.0,0.0,0.0,0,0.052274,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
49,1.0,1848.0,0.0,0.0,0,0.052604,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
50,1.0,1849.0,0.0,0.0,0,0.052604,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
51,1.0,1850.0,0.0,0.0,0,0.051867,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
52,1.0,1851.0,0.0,0.0,0,0.051414,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
53,1.0,1852.0,0.0,0.0,0,0.051308,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
54,1.0,1853.0,0.0,0.0,0,0.051308,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
55,1.0,1854.0,0.0,0.0,0,0.051867,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
56,1.0,1855.0,0.0,0.0,0,0.052002,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
57,1.0,1856.0,0.0,0.0,0,0.051546,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
58,1.0,1857.0,0.0,0.0,0,0.052301,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
59,1.0,1858.0,0.0,0.0,0,0.051414,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
60,1.0,1859.0,0.0,0.0,0,0.051573,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
61,1.0,1860.0,0.0,0.0,0,0.053996,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
62,1.0,1861.0,0.0,0.0,0,0.052073,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
63,1.0,1862.0,0.0,0.0,0,0.038491,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
64,1.0,1863.0,0.0,0.0,0,0.03406,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
65,1.0,1864.0,0.0,0.0,0,0.05168,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
66,1.0,1865.0,0.0,0.0,0,0.051177,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
67,1.0,1866.0,0.0,0.0,0,0.051308,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
68,1.0,1867.0,0.0,0.0,0,0.051335,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
69,1.0,1868.0,0.0,0.0,0,0.051546,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
70,1.0,1869.0,0.0,0.0,0,0.05152,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
71,1.0,1870.0,1.0,1.0,0,0.052264,32.0,9,0.0,0.0,0.0,0.0,3.4,0,0,0.0
72,1.0,1871.0,0.0,0.0,0,0.052798,32.0,9,0.0,0.0,0.0,0.0,14.1,0,0,0.0
73,1.0,1872.0,0.0,0.0,0,0.052274,32.0,9,0.0,0.0,0.0,0.0,-3.7,0,0,0.0
74,1.0,1873.0,0.0,0.0,0,0.05168,32.0,9,0.0,0.0,0.0,0.0,11.2,0,0,0.0
75,1.0,1874.0,0.0,0.0,0,0.051308,32.0,9,0.0,0.0,0.0,0.0,-3.8,0,0,0.0
76,1.0,1875.0,0.0,0.0,0,0.051546,32.0,9,0.0,0.0,0.0,0.0,-20.9,0,0,0.0
77,1.0,1876.0,0.0,0.0,0,0.051867,32.0,9,0.0,0.0,0.0,0.0,-1.8,0,0,0.0
78,1.0,1877.0,0.0,0.0,0,0.051867,32.0,9,0.0,0.0,0.0,0.0,29.1,0,0,1.0
79,1.0,1878.0,0.0,0.0,1,0.051948,32.0,9,0.0,0.0,0.0,0.0,-1.5,0,0,0.0
80,1.0,1879.0,0.0,0.0,1,0.052029,32.0,9,0.0,0.0,0.0,0.0,-16.8,0,0,0.0
81,1.0,1880.0,0.0,0.0,1,0.052356,32.0,9,0.0,0.0,0.0,0.0,3.9,0,0,0.0
82,1.0,1881.0,0.0,0.0,1,0.052029,32.0,9,0.0,0.0,0.0,0.0,12.6,0,0,0.0
83,1.0,1882.0,0.0,0.0,1,0.050761,32.0,9,0.0,0.0,0.0,0.0,-12.4,0,0,0.0
84,1.0,1883.0,0.0,0.0,1,0.052002,32.0,9,0.0,0.0,0.0,0.0,-1.4,0,0,0.0
85,1.0,1884.0,0.0,0.0,1,0.052165,32.0,9,0.0,0.0,0.0,0.0,-15.9,0,0,0.0
86,1.0,1885.0,0.0,0.0,1,0.051894,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
87,1.0,1886.0,0.0,0.0,1,0.052329,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
88,1.0,1887.0,0.0,0.0,1,0.052219,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
89,1.0,1888.0,0.0,0.0,1,0.05184,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
90,1.0,1889.0,0.0,0.0,1,0.0518,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
91,1.0,1890.0,0.0,0.0,1,0.052,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
92,1.0,1891.0,0.0,0.0,1,0.05175,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
93,1.0,1892.0,0.0,0.0,1,0.05155,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
94,1.0,1893.0,0.0,0.0,1,0.0517,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
95,1.0,1894.0,0.0,0.0,1,0.0515,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
96,1.0,1895.0,0.0,0.0,1,0.05135,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
97,1.0,1896.0,0.0,0.0,1,0.0516,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
98,1.0,1897.0,0.0,0.0,1,0.0519,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
99,1.0,1898.0,0.0,0.0,1,0.05205,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
100,1.0,1899.0,0.0,0.0,1,0.0518,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
101,1.0,1900.0,0.0,0.0,1,0.051625,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
102,1.0,1901.0,0.0,0.0,1,0.051475,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
103,1.0,1902.0,0.0,0.0,1,0.051425,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
104,1.0,1903.0,0.0,0.0,1,0.05185,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
105,1.0,1904.0,0.0,0.0,1,0.0515,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
106,1.0,1905.0,0.0,0.0,1,0.0514,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
107,1.0,1906.0,0.0,0.0,1,0.05195,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
108,1.0,1907.0,0.0,0.0,1,0.05165,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
109,1.0,1908.0,0.0,0.0,1,0.0515,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
110,1.0,1909.0,0.0,0.0,1,0.051608,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
111,1.0,1910.0,0.0,0.0,1,0.051957,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
112,1.0,1911.0,0.0,0.0,1,0.051775,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
113,1.0,1912.0,0.0,0.0,1,0.051794,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
114,1.0,1913.0,0.0,0.0,1,0.05206,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
115,1.0,1914.0,0.0,0.0,1,0.05136,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
116,1.0,1915.0,0.0,0.0,0,0.05843,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
117,1.0,1916.0,0.0,0.0,0,0.05838,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
118,1.0,1917.0,0.0,0.0,0,0.05714,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
119,1.0,1918.0,0.0,0.0,0,0.05449,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
120,1.0,1919.0,0.0,0.0,0,0.1082,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
121,1.0,1920.0,0.0,0.0,0,0.16892,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
122,1.0,1921.0,0.0,0.0,0,0.12748,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
123,1.0,1922.0,0.0,0.0,0,0.13832,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
124,1.0,1923.0,0.0,0.0,0,0.19049,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
125,1.0,1924.0,0.0,0.0,0,0.18522,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
126,1.0,1925.0,0.0,0.0,0,0.26768,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
127,1.0,1926.0,0.0,0.0,0,0.25322,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
128,1.0,1927.0,0.0,0.0,0,0.25383,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
129,1.0,1928.0,0.0,0.0,1,0.25575,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
130,1.0,1929.0,0.0,0.0,1,0.25387,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
131,1.0,1930.0,0.0,0.0,1,0.25452,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
132,1.0,1931.0,0.0,0.0,1,0.25491,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
133,1.0,1932.0,0.0,0.0,1,0.25621,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
134,1.0,1933.0,0.0,0.0,1,0.16335,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
135,1.0,1934.0,0.0,0.0,1,0.15158,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
136,1.0,1935.0,0.0,0.0,1,0.15154,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
137,1.0,1936.0,0.0,0.0,1,0.21422,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
138,1.0,1937.0,0.0,0.0,0,0.29455,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
139,1.0,1938.0,0.0,0.0,0,0.37994,32.0,9,0.0,0.0,0.0,0.0,3.5,0,0,0.0
140,1.0,1939.0,0.0,0.0,0,0.44903,32.0,9,0.0,0.0,0.0,0.0,9.8,0,0,0.0
141,1.0,1940.0,0.0,0.0,0,0.49189,32.0,9,0.0,0.0,0.0,0.0,22.2,0,0,1.0
142,1.0,1941.0,0.0,0.0,0,0.44937,32.0,9,0.0,0.0,0.0,0.0,16.4,0,0,0.0
143,1.0,1942.0,0.0,0.0,0,0.75,32.0,9,0.0,0.0,0.0,0.0,28.1,0,0,1.0
144,1.0,1943.0,0.0,0.0,0,0.5,32.0,9,0.0,0.0,0.0,0.0,46.3,0,1,1.0
145,1.0,1944.0,0.0,0.0,0,0.5,32.0,9,0.0,0.0,0.0,0.0,41.7,0,1,1.0
146,1.0,1945.0,0.0,0.0,0,1.191,32.0,9,0.0,0.0,0.0,0.0,29.4,0,0,1.0
147,1.0,1946.0,0.0,0.0,0,1.191,32.0,9,0.0,0.0,0.0,0.0,18.2,0,0,0.0
148,1.0,1947.0,0.0,0.0,0,1.193,32.0,9,0.0,0.0,0.0,0.0,69.2,0,0,1.0
149,1.0,1948.0,0.0,0.0,0,2.662,32.0,9,0.0,0.0,0.0,0.0,63.6,0,0,1.0
150,1.0,1949.0,0.0,0.0,0,3.49,32.0,9,0.0,0.0,0.0,0.0,23.6,0,0,1.0
151,1.0,1950.0,0.0,0.0,0,3.499,32.0,9,0.0,0.0,0.0,0.0,0.0,0,0,0.0
152,1.0,1951.0,0.0,0.0,0,3.5,32.0,9,0.0,0.0,0.0,0.0,6.7,0,0,0.0
153,1.0,1952.0,0.0,0.0,0,3.5,32.0,9,0.0,0.0,0.0,0.0,6.3,0,0,0.0
154,1.0,1953.0,0.0,0.0,0,3.5,32.0,9,0.0,0.0,0.0,0.0,-1.0,0,0,0.0
155,1.0,1954.0,0.0,0.0,0,3.5,32.0,9,0.0,0.0,0.0,0.0,1.0,0,0,0.0
156,1.0,1955.0,0.0,0.0,0,3.5,32.0,9,0.0,0.0,0.0,0.0,0.0,0,0,0.0
157,1.0,1956.0,0.0,0.0,0,3.5,32.0,9,0.0,0.0,0.0,0.0,2.0,0,0,0.0
158,1.0,1957.0,0.0,0.0,0,4.199,32.0,9,0.0,0.0,0.0,0.0,2.9,0,0,0.0
159,1.0,1958.0,0.0,0.0,0,4.906,32.0,9,0.0,0.0,0.0,0.0,12.3,0,0,0.0
160,1.0,1959.0,0.0,0.0,0,4.909,32.0,9,0.0,0.0,0.0,0.0,9.2,0,0,0.0
161,1.0,1960.0,0.0,0.0,0,4.93706,32.0,9,0.0,0.0,0.0,0.0,5.4,0,1,0.0
162,1.0,1961.0,0.0,0.0,0,4.93706,32.0,9,0.0,0.0,0.0,0.0,2.9,0,0,0.0
163,1.0,1962.0,0.0,0.0,0,4.93706,32.0,9,0.0,0.0,0.0,0.0,3.5,1,0,0.0
164,1.0,1963.0,0.0,0.0,0,4.93706,32.0,9,0.0,0.0,0.0,0.0,3.5,1,0,0.0
165,1.0,1964.0,0.0,0.0,0,4.93706,32.0,9,0.0,0.0,0.0,0.0,3.5,1,0,0.0
166,1.0,1965.0,0.0,0.0,0,4.93706,32.0,9,0.0,0.0,0.0,0.0,3.5,1,0,0.0
167,1.0,1966.0,0.0,0.0,0,4.93706,32.0,9,0.0,0.0,0.0,0.0,3.5,1,0,0.0
168,1.0,1967.0,0.0,0.0,0,4.93706,32.0,9,0.0,0.0,0.0,0.0,3.5,1,0,0.0
169,1.0,1968.0,0.0,0.0,0,4.93706,32.0,9,0.0,0.0,0.0,0.0,6.6,1,0,0.0
170,1.0,1969.0,0.0,0.0,0,4.93706,32.0,9,0.0,0.0,0.0,0.0,2.6,1,0,0.0
171,1.0,1970.0,0.0,0.0,0,4.93706,32.0,9,0.0,0.0,0.0,0.0,3.7,1,0,0.0
172,1.0,1971.0,0.0,0.0,0,4.644,32.0,9,0.0,0.0,0.0,0.0,6.2,1,0,0.0
173,1.0,1972.0,0.0,0.0,0,4.556,32.0,9,0.0,0.0,0.0,0.0,4.7,1,0,0.0
174,1.0,1973.0,0.0,0.0,0,4.185,32.0,9,0.0,0.0,0.0,0.0,9.0,1,0,0.0
175,1.0,1974.0,0.0,0.0,0,3.997,32.0,9,0.0,0.0,0.0,0.0,8.9,1,0,0.0
176,1.0,1975.0,0.0,0.0,0,4.125,32.0,9,0.0,0.0,0.0,0.0,12.1,1,0,0.0
177,1.0,1976.0,0.0,0.0,0,4.359,32.0,9,0.0,0.0,0.0,0.0,17.2,1,0,0.0
178,1.0,1977.0,0.0,0.0,0,4.035,32.0,9,0.0,0.0,0.0,0.0,11.5,1,0,0.0
179,1.0,1978.0,0.0,0.0,0,3.8345,32.0,9,0.0,0.0,0.0,0.0,9.7,1,0,0.0
180,1.0,1979.0,0.0,0.0,0,3.7555,32.0,9,0.0,0.0,0.0,0.0,14.6,1,0,0.0
181,1.0,1980.0,0.0,0.0,0,3.9715,32.0,9,0.0,0.0,0.0,0.0,9.7,1,0,0.0
182,1.0,1981.0,0.0,0.0,0,4.378,32.0,9,0.0,0.0,0.0,0.0,14.6,1,0,0.0
183,1.0,1982.0,0.0,0.0,0,4.6355,32.0,9,0.0,0.0,0.0,0.0,6.6,1,0,0.0
184,1.0,1983.0,0.0,0.0,0,4.9165,32.0,9,0.0,0.0,0.0,0.0,7.8,1,0,0.0
185,1.0,1984.0,0.0,0.0,0,5.1227,32.0,9,0.0,0.0,0.0,0.0,6.3,1,0,0.0
186,1.0,1985.0,0.0,0.0,0,4.7728,32.0,9,0.0,0.0,0.0,0.0,10.4,1,0,0.0
187,1.0,1986.0,0.0,0.0,0,4.8235,32.0,9,0.0,0.0,0.0,0.0,14.0,1,0,0.0
188,1.0,1987.0,0.0,0.0,0,4.9363,32.0,9,0.0,0.0,0.0,0.0,5.9,1,0,0.0
189,1.0,1988.0,0.0,0.0,0,6.7308,32.0,9,0.0,0.0,0.0,0.0,5.9,1,1,0.0
190,1.0,1989.0,0.0,0.0,0,8.0324,32.0,9,0.0,0.0,0.0,0.0,9.2,1,1,0.0
191,1.0,1990.0,1.0,1.0,0,12.1908,32.0,9,0.0,0.0,0.0,0.0,9.3,1,1,0.0
192,1.0,1991.0,1.0,1.0,0,21.3919,32.0,9,0.0,1.0,1.0,0.23,25.9,1,1,1.0
193,1.0,1992.0,1.0,1.0,0,22.7814,32.0,9,0.0,1.0,1.0,0.23,31.7,1,0,1.0
194,1.0,1993.0,0.0,0.0,0,24.123,32.0,9,0.0,1.0,1.0,0.23,20.5,1,0,1.0
195,1.0,1994.0,0.0,0.0,0,42.8925,32.0,9,0.0,1.0,1.0,0.23,29.0,1,1,1.0
196,1.0,1995.0,0.0,0.0,0,52.175,32.0,9,0.0,1.0,1.0,0.23,29.8,1,1,1.0
197,1.0,1996.0,0.0,0.0,0,56.1859,32.0,9,0.0,1.0,1.0,0.23,18.7,1,0,0.0
198,1.0,1997.0,0.0,0.0,0,58.4139,32.0,9,0.0,0.0,0.0,0.0,5.7,1,0,0.0
199,1.0,1998.0,0.0,0.0,0,60.3531,32.0,9,0.0,0.0,0.0,0.0,5.0,1,0,0.0
200,1.0,1999.0,0.0,0.0,0,69.3143,32.0,9,0.0,0.0,0.0,0.0,2.6,1,0,0.0
201,1.0,2000.0,0.0,0.0,0,75.3428,32.0,9,0.0,0.0,0.0,0.0,0.3,1,0,0.0
202,1.0,2001.0,0.0,0.0,0,77.8196,32.0,9,0.0,0.0,0.0,0.0,4.2,1,0,0.0
203,1.0,2002.0,0.0,0.0,0,79.7234,32.0,9,0.0,0.0,0.0,0.0,1.4,1,0,0.0
204,1.0,2003.0,0.0,0.0,0,72.6128,32.0,9,0.0,0.0,0.0,0.0,4.3,1,0,0.0
205,1.0,2004.0,0.0,0.0,0,72.6137,32.0,9,0.0,0.0,0.0,0.0,4.0,1,0,0.0
206,1.0,2005.0,0.0,0.0,0,73.3799,32.0,9,0.0,0.0,0.0,0.0,1.4,1,0,0.0
207,1.0,2006.0,0.0,0.0,0,71.1582,32.0,9,0.0,0.0,0.0,0.0,2.3,1,0,0.0
208,1.0,2007.0,0.0,0.0,0,66.8299,32.0,10,0.0,0.0,0.0,0.0,3.7,1,0,0.0
209,1.0,2008.0,0.0,0.0,0,71.1826,32.0,9,0.0,0.0,0.0,0.0,4.9,1,0,0.0
210,1.0,2009.0,0.0,0.0,0,72.7309,32.0,9,0.0,0.0,0.0,0.0,5.7,1,0,0.0
211,1.0,2010.0,0.0,0.0,0,74.9437,32.0,9,0.0,0.0,0.0,0.0,3.9,1,0,0.0
212,1.0,2011.0,0.0,0.0,0,76.0563,32.0,9,0.0,0.0,0.0,0.0,4.5,1,0,0.0
213,1.0,2012.0,0.0,0.0,0,78.1025,32.0,9,0.0,0.0,0.0,0.0,8.9,1,0,0.0
214,1.0,2013.0,0.0,0.0,0,78.148701298701,32.0,9,0.0,0.0,0.0,0.0,3.3,1,0,0.0
215,1.0,2014.0,0.0,0.0,0,87.970698297408,32.0,9,0.0,0.0,0.0,0.0,2.9,1,0,0.0
216,1.0,2015.0,0.0,0.0,0,107.132,32.0,9,0.0,0.0,0.0,0.0,4.8,1,0,0.0
217,1.0,2016.0,0.0,0.0,0,113.495,32.0,18,0.0,0.0,0.0,0.0,4.3,1,0,0.0
339,2.0,1921.0,0.0,0.0,0,1.24694e-08,9.0,11,0.0,0.0,0.0,0.0,29.6,0,0,1.0
340,2.0,1922.0,0.0,0.0,0,2.2118e-08,9.0,11,0.0,0.0,0.0,0.0,45.7,0,0,1.0
341,2.0,1923.0,0.0,0.0,0,2.80615e-08,9.0,11,0.0,0.0,0.0,0.0,68.6,0,0,1.0
342,2.0,1924.0,0.0,0.0,0,2.08433e-08,9.0,11,0.0,0.0,0.0,0.0,126.7,0,0,1.0
343,2.0,1925.0,0.0,0.0,0,1.95427e-08,9.0,11,0.0,0.0,0.0,0.0,-27.2,0,0,0.0
344,2.0,1926.0,0.0,0.0,0,1.95328e-08,9.0,11,0.0,0.0,0.0,0.0,-7.0,0,0,0.0
345,2.0,1927.0,0.0,0.0,0,2.01816e-08,9.0,11,0.0,0.0,0.0,0.0,-17.4,0,0,0.0
346,2.0,1928.0,0.0,0.0,0,2.2685e-08,9.0,11,0.0,0.0,0.0,0.0,-9.2,0,0,0.0
347,2.0,1929.0,0.0,0.0,1,2.21666e-08,9.0,11,0.0,0.0,0.0,0.0,-5.1,0,0,0.0
348,2.0,1930.0,0.0,0.0,1,2.2302e-08,9.0,11,0.0,0.0,0.0,0.0,-5.3,0,0,0.0
349,2.0,1931.0,0.0,0.0,1,3.09578e-08,9.0,11,0.0,0.0,0.0,0.0,0.0,0,0,0.0
350,2.0,1932.0,0.0,0.0,0,3.31225e-08,9.0,11,0.0,0.0,0.0,0.0,-2.2,0,0,0.0
351,2.0,1933.0,0.0,0.0,0,2.13256e-08,9.0,11,0.0,0.0,0.0,0.0,2.3,0,0,0.0
352,2.0,1934.0,0.0,0.0,0,2.22336e-08,9.0,11,0.0,0.0,0.0,0.0,3.4,0,0,0.0
353,2.0,1935.0,0.0,0.0,0,2.22946e-08,9.0,11,0.0,0.0,0.0,0.0,5.4,0,0,0.0
354,2.0,1936.0,0.0,0.0,0,2.24648e-08,9.0,11,0.0,0.0,0.0,0.0,-1.0,0,0,0.0
355,2.0,1937.0,0.0,0.0,0,2.21107e-08,9.0,11,0.0,0.0,0.0,0.0,2.1,0,0,0.0
356,2.0,1938.0,0.0,0.0,0,2.35849e-08,9.0,11,0.0,0.0,0.0,0.0,2.0,0,0,0.0
357,2.0,1939.0,0.0,0.0,0,2.77439e-08,9.0,11,0.0,0.0,0.0,0.0,1.0,0,0,0.0
358,2.0,1940.0,0.0,0.0,0,2.50532e-08,9.0,11,0.0,0.0,0.0,0.0,13.9,0,0,0.0
359,2.0,1941.0,0.0,0.0,0,2.5e-08,9.0,11,0.0,0.0,0.0,0.0,16.5,0,0,0.0
360,2.0,1942.0,0.0,0.0,0,2.5e-08,9.0,11,0.0,0.0,0.0,0.0,17.9,0,0,0.0
361,2.0,1943.0,0.0,0.0,0,2.5e-08,9.0,11,0.0,0.0,0.0,0.0,13.9,0,0,0.0
362,2.0,1944.0,0.0,0.0,0,2.5e-08,9.0,11,0.0,0.0,0.0,0.0,7.8,0,0,0.0
363,2.0,1945.0,0.0,0.0,0,2.5e-08,9.0,11,0.0,0.0,0.0,0.0,5.2,0,0,0.0
364,2.0,1946.0,0.0,0.0,0,2.63e-08,9.0,11,0.0,0.0,0.0,0.0,4.9,0,0,0.0
365,2.0,1947.0,0.0,0.0,0,2.495e-08,9.0,11,0.0,0.0,0.0,0.0,13.6,0,0,0.0
366,2.0,1948.0,0.0,0.0,0,2.58e-08,9.0,11,0.0,0.0,0.0,0.0,-16.9,0,0,0.0
367,2.0,1949.0,0.0,0.0,0,2.86e-08,9.0,11,0.0,0.0,0.0,0.0,-1.0,0,0,0.0
368,2.0,1950.0,0.0,0.0,0,2.91e-08,9.0,11,0.0,0.0,0.0,0.0,4.0,0,0,0.0
369,2.0,1951.0,0.0,0.0,0,2.91e-08,9.0,11,0.0,0.0,0.0,0.0,-7.7,0,0,0.0
370,2.0,1952.0,0.0,0.0,0,2.9e-08,9.0,11,0.0,0.0,0.0,0.0,3.1,0,0,0.0
371,2.0,1953.0,0.0,0.0,0,2.9e-08,9.0,11,0.0,0.0,0.0,0.0,0.0,0,0,0.0
372,2.0,1954.0,0.0,0.0,0,2.875e-08,9.0,11,0.0,0.0,0.0,0.0,-4.0,0,0,0.0
373,2.0,1955.0,0.0,0.0,0,2.88e-08,9.0,11,0.0,0.0,0.0,0.0,0.0,0,0,0.0
374,2.0,1956.0,0.0,0.0,0,2.875e-08,9.0,11,0.0,0.0,0.0,0.0,3.2,0,0,0.0
375,2.0,1957.0,0.0,0.0,0,2.875e-08,9.0,11,0.0,0.0,0.0,0.0,1.0,0,0,0.0
376,2.0,1958.0,0.0,0.0,0,2.875e-08,9.0,11,0.0,0.0,0.0,0.0,2.0,0,0,0.0
377,2.0,1959.0,0.0,0.0,0,2.888e-08,9.0,11,0.0,0.0,0.0,0.0,0.0,0,1,0.0
378,2.0,1960.0,0.0,0.0,0,2.883e-08,9.0,11,0.0,0.0,0.0,0.0,-1.0,0,0,0.0
