country,year,banking_crisis,systemic_crisis,gold_standard,exch_usd,national_currency,exch_sources,domestic_debt_in_default,soreign_extenal_deb_1,soreign_extenal_deb_2,gdp_weighted_default,inflation_annual_percentages_average,independence,currency_crises,inflation_crises,id
Bolivia,1937.0,0.0,0.0,0,20.2,60.0,0,1.0,1.0,1.0,0.0,72.1,1,1,1.0,1100
Bolivia,1938.0,0.0,0.0,0,30.4,60.0,0,1.0,1.0,1.0,0.0,40.5,1,1,1.0,1101
Bolivia,1939.0,0.0,0.0,0,36.23,60.0,0,1.0,1.0,1.0,0.0,28.5,1,0,1.0,1102
Bolivia,1940.0,0.0,0.0,0,39.84,60.0,0,1.0,1.0,1.0,0.0,35.0,1,0,1.0,1103
Bolivia,1941.0,0.0,0.0,0,46.51,60.0,0,0.0,1.0,1.0,0.0,32.5,1,0,1.0,1104
Bolivia,1942.0,0.0,0.0,0,46.51,60.0,0,0.0,1.0,1.0,0.0,30.1,1,0,1.0,1105
Bolivia,1943.0,0.0,0.0,0,42.37,60.0,0,0.0,1.0,1.0,0.0,18.8,1,0,0.0,1106
Bolivia,1944.0,0.0,0.0,0,42.37,60.0,0,0.0,1.0,1.0,0.0,12.9,1,0,0.0,1107
Bolivia,1945.0,0.0,0.0,0,42.0,60.0,0,0.0,1.0,1.0,0.0,7.7,1,0,0.0,1108
Bolivia,1946.0,0.0,0.0,0,42.0,60.0,0,0.0,1.0,1.0,0.0,12.8,1,0,0.0,1109
Bolivia,1947.0,0.0,0.0,0,42.0,60.0,0,0.0,1.0,1.0,0.0,13.5,1,0,0.0,1110
Bolivia,1948.0,0.0,0.0,0,42.0,60.0,0,0.0,1.0,1.0,0.0,15.7,1,0,0.0,1111
Bolivia,1949.0,0.0,0.0,0,42.0,60.0,0,0.0,0.0,0.0,0.0,-3.0,1,0,0.0,1112
Bolivia,1950.0,0.0,0.0,0,60.0,60.0,0,0.0,0.0,0.0,0.0,21.5,1,1,1.0,1113
Bolivia,1951.0,0.0,0.0,0,60.0,60.0,0,0.0,0.0,0.0,0.0,26.0,1,0,1.0,1114
Bolivia,1952.0,0.0,0.0,0,60.0,60.0,0,0.0,0.0,0.0,0.0,31.7,1,0,1.0,1115
Bolivia,1953.0,0.0,0.0,0,190.0,60.0,0,0.0,0.0,0.0,0.0,87.9,1,1,1.0,1116
Bolivia,1954.0,0.0,0.0,0,190.0,60.0,0,0.0,0.0,0.0,0.0,101.0,1,0,1.0,1117
Bolivia,1955.0,0.0,0.0,0,190.0,60.0,0,0.0,0.0,0.0,0.0,98.1,1,0,1.0,1118
Bolivia,1956.0,0.0,0.0,0,8000.0,60.0,0,0.0,0.0,0.0,0.0,276.4,1,1,1.0,1119
Bolivia,1957.0,0.0,0.0,0,8500.0,60.0,0,0.0,0.0,0.0,0.0,82.5,1,0,1.0,1120
Bolivia,1958.0,0.0,0.0,0,11940.0,60.0,0,0.0,0.0,0.0,0.0,48.8,1,1,1.0,1121
Bolivia,1959.0,0.0,0.0,0,12100.0,60.0,0,0.0,0.0,0.0,0.0,9.7,1,0,0.0,1122
Bolivia,1960.0,0.0,0.0,0,11885.0,60.0,0,0.0,0.0,0.0,0.0,13.6,1,0,0.0,1123
Bolivia,1961.0,0.0,0.0,0,11885.0,60.0,0,0.0,0.0,0.0,0.0,8.8,1,0,0.0,1124
Bolivia,1962.0,0.0,0.0,0,11885.0,60.0,0,0.0,0.0,0.0,0.0,4.7,1,0,0.0,1125
Bolivia,1963.0,0.0,0.0,0,11.885,60.0,0,0.0,0.0,0.0,0.0,0.9,1,1,0.0,1126
Bolivia,1964.0,0.0,0.0,0,11.885,60.0,0,0.0,0.0,0.0,0.0,6.8,1,0,0.0,1127
Bolivia,1965.0,0.0,0.0,0,11.885,60.0,0,0.0,0.0,0.0,0.0,6.6,1,0,0.0,1128
Bolivia,1966.0,0.0,0.0,0,11.885,60.0,0,0.0,0.0,0.0,0.0,5.5,1,0,0.0,1129
Bolivia,1967.0,0.0,0.0,0,11.885,60.0,0,0.0,0.0,0.0,0.0,7.5,1,0,0.0,1130
Bolivia,1968.0,0.0,0.0,0,11.885,60.0,0,0.0,0.0,0.0,0.0,8.3,1,0,0.0,1131
Bolivia,1969.0,0.0,0.0,0,11.885,60.0,0,0.0,0.0,0.0,0.0,4.0,1,0,0.0,1132
Bolivia,1970.0,0.0,0.0,0,11.885,60.0,0,0.0,0.0,0.0,0.0,3.5,1,0,0.0,1133
Bolivia,1971.0,0.0,0.0,0,11.885,60.0,0,0.0,0.0,0.0,0.0,3.5,1,0,0.0,1134
Bolivia,1972.0,0.0,0.0,0,20.0,60.0,0,0.0,0.0,0.0,0.0,17.0,1,1,0.0,1135
Bolivia,1973.0,0.0,0.0,0,20.0,60.0,0,0.0,0.0,0.0,0.0,25.3,1,0,1.0,1136
Bolivia,1974.0,0.0,0.0,0,20.0,60.0,0,0.0,0.0,0.0,0.0,36.5,1,0,1.0,1137
Bolivia,1975.0,0.0,0.0,0,20.0,60.0,0,0.0,0.0,0.0,0.0,25.0,1,0,1.0,1138
Bolivia,1976.0,0.0,0.0,0,20.0,60.0,0,0.0,0.0,0.0,0.0,6.3,1,0,0.0,1139
Bolivia,1977.0,0.0,0.0,0,20.0,60.0,0,0.0,0.0,0.0,0.0,8.5,1,0,0.0,1140
Bolivia,1978.0,0.0,0.0,0,20.0,60.0,0,0.0,0.0,0.0,0.0,11.7,1,0,0.0,1141
Bolivia,1979.0,0.0,0.0,0,24.51,60.0,0,0.0,0.0,0.0,0.0,33.8,1,1,1.0,1142
Bolivia,1980.0,0.0,0.0,0,24.51,60.0,0,0.0,1.0,1.0,0.0,47.1,1,0,1.0,1143
Bolivia,1981.0,0.0,0.0,0,24.51,60.0,0,0.0,1.0,1.0,0.0,32.1,1,0,1.0,1144
Bolivia,1982.0,0.0,0.0,0,197.9,60.0,0,1.0,1.0,1.0,0.0,123.6,1,1,1.0,1145
Bolivia,1983.0,0.0,0.0,0,504.9,60.0,0,1.0,1.0,1.0,0.0,275.6,1,1,1.0,1146
Bolivia,1984.0,0.0,0.0,0,8783.0,60.0,0,1.0,1.0,1.0,0.0,1281.3,1,1,1.0,1147
Bolivia,1985.0,0.0,0.0,0,1692000.0,60.0,0,1.0,0.0,0.0,0.0,11749.6,1,1,1.0,1148
Bolivia,1986.0,1.0,1.0,0,1920000.0,60.0,0,0.0,1.0,1.0,0.0,273.4,1,0,1.0,1149
Bolivia,1987.0,1.0,1.0,0,2.21,60.0,0,0.0,1.0,1.0,0.0,14.6,1,1,0.0,1150
Bolivia,1988.0,0.0,0.0,0,2.47,60.0,0,0.0,1.0,1.0,0.0,16.0,1,0,0.0,1151
Bolivia,1989.0,0.0,0.0,0,2.98,60.0,0,0.0,1.0,1.0,0.0,15.2,1,1,0.0,1152
Bolivia,1990.0,0.0,0.0,0,3.4,60.0,0,0.0,1.0,1.0,0.0,17.1,1,0,0.0,1153
Bolivia,1991.0,0.0,0.0,0,3.745,60.0,0,0.0,1.0,1.0,0.0,21.4,1,0,1.0,1154
Bolivia,1992.0,0.0,0.0,0,4.095,60.0,0,0.0,1.0,1.0,0.0,13.0,1,0,0.0,1155
Bolivia,1993.0,0.0,0.0,0,4.475,60.0,0,0.0,1.0,1.0,0.0,8.5,1,0,0.0,1156
Bolivia,1994.0,1.0,0.0,0,4.695,60.0,0,0.0,1.0,1.0,0.0,7.9,1,0,0.0,1157
Bolivia,1995.0,1.0,0.0,0,4.935,60.0,0,0.0,1.0,1.0,0.0,10.2,1,0,0.0,1158
Bolivia,1996.0,1.0,0.0,0,5.185,60.0,0,0.0,1.0,1.0,0.0,12.4,1,0,0.0,1159
Bolivia,1997.0,0.0,0.0,0,5.365,60.0,0,0.0,1.0,1.0,0.0,4.7,1,0,0.0,1160
Bolivia,1998.0,0.0,0.0,0,5.645,60.0,0,0.0,0.0,0.0,0.0,7.7,1,0,0.0,1161
Bolivia,1999.0,1.0,0.0,0,5.99,60.0,0,0.0,0.0,0.0,0.0,2.2,1,0,0.0,1162
Bolivia,2000.0,0.0,0.0,0,6.39,60.0,0,0.0,0.0,0.0,0.0,4.6,1,0,0.0,1163
Bolivia,2001.0,0.0,0.0,0,6.82,60.0,0,0.0,0.0,0.0,0.0,1.6,1,0,0.0,1164
Bolivia,2002.0,0.0,0.0,0,7.49,60.0,0,0.0,0.0,0.0,0.0,0.9,1,0,0.0,1165
Bolivia,2003.0,0.0,0.0,0,7.83,60.0,0,0.0,0.0,0.0,0.0,3.3,1,0,0.0,1166
Bolivia,2004.0,0.0,0.0,0,08.05,60.0,0,0.0,0.0,0.0,0.0,4.4,1,0,0.0,1167
Bolivia,2005.0,0.0,0.0,0,08.04,60.0,0,0.0,0.0,0.0,0.0,5.4,1,0,0.0,1168
Bolivia,2006.0,0.0,0.0,0,7.98,60.0,0,0.0,0.0,0.0,0.0,4.3,1,0,0.0,1169
Bolivia,2007.0,0.0,0.0,0,7.62,60.0,0,0.0,0.0,0.0,0.0,6.7,1,0,0.0,1170
Bolivia,2008.0,0.0,0.0,0,07.02,60.0,0,0.0,0.0,0.0,0.0,14.0,1,0,0.0,1171
Bolivia,2009.0,0.0,0.0,0,07.02,60.0,0,0.0,0.0,0.0,0.0,3.3,1,0,0.0,1172
Bolivia,2010.0,0.0,0.0,0,6.99,60.0,0,0.0,0.0,0.0,0.0,2.5,1,0,0.0,1173
Bolivia,2011.0,0.0,0.0,0,6.91,60.0,0,0.0,0.0,0.0,0.0,9.9,1,0,0.0,1174
Bolivia,2012.0,0.0,0.0,0,6.91,60.0,0,0.0,0.0,0.0,0.0,4.5,1,0,0.0,1175
Bolivia,2013.0,0.0,0.0,0,6.91,60.0,0,0.0,0.0,0.0,0.0,5.7,1,0,0.0,1176
Bolivia,2014.0,0.0,0.0,0,6.91,60.0,0,0.0,0.0,0.0,0.0,5.8,1,0,0.0,1177
Bolivia,2015.0,0.0,0.0,0,6.91,60.0,0,0.0,0.0,0.0,0.0,4.1,1,0,0.0,1178
Brazil,1812.0,0.0,0.0,0,0.495,35.0,4,0.0,0.0,0.0,0.0,-6.1,0,0,0.0,1179
Brazil,1813.0,0.0,0.0,0,0.495,35.0,4,0.0,0.0,0.0,0.0,-13.8,0,0,0.0,1180
Brazil,1814.0,0.0,0.0,0,0.44,35.0,4,0.0,0.0,0.0,0.0,6.8,0,0,0.0,1181
Brazil,1815.0,0.0,0.0,0,0.5775,35.0,4,0.0,0.0,0.0,0.0,-17.7,0,1,0.0,1182
Brazil,1816.0,0.0,0.0,0,0.77,35.0,4,0.0,0.0,0.0,0.0,17.3,0,1,0.0,1183
Brazil,1817.0,0.0,0.0,0,0.6875,35.0,4,0.0,0.0,0.0,0.0,10.6,0,0,0.0,1184
Brazil,1818.0,0.0,0.0,0,0.605,35.0,4,0.0,0.0,0.0,0.0,-0.4,0,0,0.0,1185
Brazil,1819.0,0.0,0.0,0,0.6875,35.0,4,0.0,0.0,0.0,0.0,0.4,0,0,0.0,1186
Brazil,1820.0,0.0,0.0,0,0.7975,35.0,4,0.0,0.0,0.0,0.0,-16.5,0,1,0.0,1187
Brazil,1821.0,0.0,0.0,0,0.9625,35.0,4,0.0,0.0,0.0,0.0,3.5,0,1,0.0,1188
Brazil,1822.0,0.0,0.0,0,1.0175,35.0,4,0.0,0.0,0.0,0.0,3.5,1,0,0.0,1189
Brazil,1823.0,0.0,0.0,0,0.935,35.0,4,0.0,0.0,0.0,0.0,3.5,1,0,0.0,1190
Brazil,1824.0,0.0,0.0,0,1.0175,35.0,4,0.0,0.0,0.0,0.0,3.5,1,0,0.0,1191
Brazil,1825.0,0.0,0.0,0,0.9625,35.0,4,0.0,0.0,0.0,0.0,3.5,1,0,0.0,1192
Brazil,1826.0,0.0,0.0,0,0.99,35.0,4,0.0,0.0,0.0,0.0,3.5,1,0,0.0,1193
Brazil,1827.0,0.0,0.0,0,1.375,35.0,4,0.0,0.0,0.0,0.0,3.5,1,1,0.0,1194
Brazil,1828.0,0.0,0.0,0,1.595,35.0,4,0.0,0.0,0.0,0.0,3.5,1,1,0.0,1195
Brazil,1829.0,0.0,0.0,0,2.1975,35.0,4,0.0,0.0,0.0,0.0,3.5,1,1,0.0,1196
Brazil,1830.0,0.0,0.0,0,2.2275,35.0,4,0.0,0.0,0.0,0.0,3.5,1,0,0.0,1197
Brazil,1831.0,0.0,0.0,0,1.9525,35.0,4,0.0,0.0,0.0,0.0,3.5,1,0,0.0,1198
Brazil,1832.0,0.0,0.0,0,1.43,35.0,4,0.0,0.0,0.0,0.0,-45.9,1,0,0.0,1199
Brazil,1833.0,0.0,0.0,0,1.375,35.0,4,0.0,0.0,0.0,0.0,77.5,1,0,1.0,1200
Brazil,1834.0,0.0,0.0,0,1.32,35.0,4,0.0,0.0,0.0,0.0,13.0,1,0,0.0,1201
Brazil,1835.0,0.0,0.0,0,1.3475,35.0,4,0.0,0.0,0.0,0.0,-15.6,1,0,0.0,1202
Brazil,1836.0,0.0,0.0,0,1.2925,35.0,4,0.0,0.0,0.0,0.0,13.7,1,0,0.0,1203
Brazil,1837.0,0.0,0.0,0,1.595,35.0,4,0.0,0.0,0.0,0.0,24.0,1,1,1.0,1204
Brazil,1838.0,0.0,0.0,0,1.705,35.0,4,0.0,0.0,0.0,0.0,13.1,1,0,0.0,1205
Brazil,1839.0,0.0,0.0,0,1.5675,35.0,4,0.0,0.0,0.0,0.0,-5.8,1,0,0.0,1206
Brazil,1840.0,0.0,0.0,0,1.595,35.0,4,0.0,0.0,0.0,0.0,18.2,1,0,0.0,1207
Brazil,1841.0,0.0,0.0,0,1.6225,35.0,4,0.0,0.0,0.0,0.0,0.0,1,0,0.0,1208
Brazil,1842.0,0.0,0.0,0,1.8975,35.0,4,0.0,0.0,0.0,0.0,-33.3,1,1,0.0,1209
Brazil,1843.0,0.0,0.0,0,1.925,35.0,4,0.0,0.0,0.0,0.0,23.1,1,0,1.0,1210
Brazil,1844.0,0.0,0.0,0,1.8975,35.0,4,0.0,0.0,0.0,0.0,-15.7,1,0,0.0,1211
Brazil,1845.0,0.0,0.0,0,1.9525,35.0,4,0.0,0.0,0.0,0.0,14.7,1,0,0.0,1212
Brazil,1846.0,0.0,0.0,0,1.87,35.0,4,0.0,0.0,0.0,0.0,16.2,1,0,0.0,1213
Brazil,1847.0,0.0,0.0,0,1.76,35.0,4,0.0,0.0,0.0,0.0,-5.6,1,0,0.0,1214
Brazil,1848.0,0.0,0.0,0,1.98,35.0,4,0.0,0.0,0.0,0.0,8.8,1,0,0.0,1215
Brazil,1849.0,0.0,0.0,0,1.925,35.0,4,0.0,0.0,0.0,0.0,-10.8,1,0,0.0,1216
Brazil,1850.0,0.0,0.0,0,1.705,35.0,4,0.0,0.0,0.0,0.0,-12.0,1,0,0.0,1217
Brazil,1851.0,0.0,0.0,0,1.6775,35.0,4,0.0,0.0,0.0,0.0,6.7,1,0,0.0,1218
Brazil,1852.0,0.0,0.0,0,1.7875,35.0,4,0.0,0.0,0.0,0.0,3.4,1,0,0.0,1219
Brazil,1853.0,0.0,0.0,0,1.7325,35.0,4,0.0,0.0,0.0,0.0,-9.4,1,0,0.0,1220
Brazil,1854.0,0.0,0.0,0,1.7875,35.0,4,0.0,0.0,0.0,0.0,31.0,1,0,1.0,1221
Brazil,1855.0,0.0,0.0,0,1.815,35.0,4,0.0,0.0,0.0,0.0,5.1,1,0,0.0,1222
Brazil,1856.0,0.0,0.0,0,1.7875,35.0,4,0.0,0.0,0.0,0.0,5.1,1,0,0.0,1223
Brazil,1857.0,0.0,0.0,0,1.87,35.0,4,0.0,0.0,0.0,0.0,4.8,1,0,0.0,1224
Brazil,1858.0,0.0,0.0,0,1.925,35.0,4,0.0,0.0,0.0,0.0,-4.6,1,0,0.0,1225
Brazil,1859.0,0.0,0.0,0,1.9525,35.0,4,0.0,0.0,0.0,0.0,2.3,1,0,0.0,1226
Brazil,1860.0,0.0,0.0,0,2.1975,35.0,4,0.0,0.0,0.0,0.0,0.0,1,0,0.0,1227
Brazil,1861.0,0.0,0.0,0,1.925,35.0,4,0.0,0.0,0.0,0.0,0.0,1,0,0.0,1228
Brazil,1862.0,0.0,0.0,0,1.8425,35.0,4,0.0,0.0,0.0,0.0,2.4,1,0,0.0,1229
Brazil,1863.0,0.0,0.0,0,1.7875,35.0,4,0.0,0.0,0.0,0.0,0.0,1,0,0.0,1230
Brazil,1864.0,0.0,0.0,0,1.8975,35.0,4,0.0,0.0,0.0,0.0,6.8,1,0,0.0,1231
Brazil,1865.0,0.0,0.0,0,1.98,35.0,4,0.0,0.0,0.0,0.0,6.4,1,0,0.0,1232
Brazil,1866.0,0.0,0.0,0,2.035,35.0,4,0.0,0.0,0.0,0.0,1.9,1,0,0.0,1233
Brazil,1867.0,0.0,0.0,0,2.2,35.0,4,0.0,0.0,0.0,0.0,1.9,1,0,0.0,1234
Brazil,1868.0,0.0,0.0,0,2.915,35.0,4,0.0,0.0,0.0,0.0,9.7,1,1,0.0,1235
Brazil,1869.0,0.0,0.0,0,2.64,35.0,4,0.0,0.0,0.0,0.0,1.7,1,0,0.0,1236
Brazil,1870.0,0.0,0.0,0,2.2,35.0,4,0.0,0.0,0.0,0.0,-1.7,1,0,0.0,1237
Brazil,1871.0,0.0,0.0,0,2.0625,35.0,4,0.0,0.0,0.0,0.0,-7.0,1,0,0.0,1238
Brazil,1872.0,0.0,0.0,0,1.98,35.0,4,0.0,0.0,0.0,0.0,7.5,1,0,0.0,1239
Brazil,1873.0,0.0,0.0,0,1.8425,35.0,4,0.0,0.0,0.0,0.0,-1.7,1,0,0.0,1240
Brazil,1874.0,0.0,0.0,0,1.925,35.0,4,0.0,0.0,0.0,0.0,3.5,1,0,0.0,1241
Brazil,1875.0,0.0,0.0,0,1.87,35.0,4,0.0,0.0,0.0,0.0,-10.3,1,0,0.0,1242
Brazil,1876.0,0.0,0.0,0,1.9525,35.0,4,0.0,0.0,0.0,0.0,7.8,1,0,0.0,1243
Brazil,1877.0,0.0,0.0,0,2.1975,35.0,4,0.0,0.0,0.0,0.0,3.5,1,0,0.0,1244
Brazil,1878.0,0.0,0.0,0,2.145,35.0,4,0.0,0.0,0.0,0.0,-3.4,1,0,0.0,1245
Brazil,1879.0,0.0,0.0,0,2.1725,35.0,4,0.0,0.0,0.0,0.0,-3.6,1,0,0.0,1246
Brazil,1880.0,0.0,0.0,0,2.1725,35.0,4,0.0,0.0,0.0,0.0,-7.4,1,0,0.0,1247
Brazil,1881.0,0.0,0.0,0,2.2825,35.0,4,0.0,0.0,0.0,0.0,1.9,1,0,0.0,1248
Brazil,1882.0,0.0,0.0,0,2.3375,35.0,4,0.0,0.0,0.0,0.0,1.9,1,0,0.0,1249
Brazil,1883.0,0.0,0.0,0,2.2825,35.0,4,0.0,0.0,0.0,0.0,-1.9,1,0,0.0,1250
Brazil,1884.0,0.0,0.0,0,2.3925,35.0,4,0.0,0.0,0.0,0.0,-1.9,1,0,0.0,1251
Brazil,1885.0,0.0,0.0,0,2.805,35.0,4,0.0,0.0,0.0,0.0,0.0,1,1,0.0,1252
Brazil,1886.0,0.0,0.0,0,2.31,35.0,4,0.0,0.0,0.0,0.0,-4.0,1,0,0.0,1253
Brazil,1887.0,0.0,0.0,0,2.1725,35.0,4,0.0,0.0,0.0,0.0,-4.2,1,0,0.0,1254
Brazil,1888.0,0.0,0.0,1,1.8425,35.0,4,0.0,0.0,0.0,0.0,-2.1,1,0,0.0,1255
Brazil,1889.0,0.0,1.0,1,1.87,35.0,4,0.0,0.0,0.0,0.0,15.5,1,0,0.0,1256
Brazil,1890.0,1.0,1.0,0,2.86,35.0,4,0.0,0.0,0.0,0.0,0.0,1,1,0.0,1257
Brazil,1891.0,1.0,0.0,0,4.345,35.0,4,0.0,0.0,0.0,0.0,25.1,1,1,1.0,1258
Brazil,1892.0,0.0,0.0,0,3.8225,35.0,4,0.0,0.0,0.0,0.0,24.6,1,0,1.0,1259
Brazil,1893.0,0.0,0.0,0,5.0325,35.0,4,0.0,0.0,0.0,0.0,16.0,1,1,0.0,1260
Brazil,1894.0,0.0,0.0,0,4.8675,35.0,4,0.0,0.0,0.0,0.0,1.1,1,0,0.0,1261
Brazil,1895.0,0.0,0.0,0,5.3625,35.0,4,0.0,0.0,0.0,0.0,-8.4,1,0,0.0,1262
Brazil,1896.0,0.0,0.0,0,5.335,35.0,4,0.0,0.0,0.0,0.0,5.8,1,0,0.0,1263
Brazil,1897.0,1.0,1.0,0,6.82,35.0,4,0.0,0.0,0.0,0.0,17.4,1,1,0.0,1264
Brazil,1898.0,0.0,0.0,0,6.1325,35.0,4,0.0,1.0,1.0,0.7,4.7,1,0,0.0,1265
Brazil,1899.0,0.0,0.0,0,07.04,35.0,4,0.0,1.0,1.0,0.7,-2.7,1,0,0.0,1266
Brazil,1900.0,1.0,1.0,0,4.8238,35.0,4,0.0,1.0,1.0,0.7,-9.1,1,0,0.0,1267
Brazil,1901.0,1.0,1.0,0,3.9209,35.0,4,0.0,1.0,1.0,0.7,-13.0,1,0,0.0,1268
Brazil,1902.0,0.0,0.0,0,4.0764,35.0,4,0.0,1.0,1.0,0.7,-12.7,1,0,0.0,1269
Brazil,1903.0,0.0,0.0,0,4.0805,35.0,4,0.0,1.0,1.0,0.7,-1.3,1,0,0.0,1270
Brazil,1904.0,0.0,0.0,0,3.7,35.0,4,0.0,1.0,1.0,0.7,5.3,1,0,0.0,1271
Brazil,1905.0,0.0,0.0,0,2.8993,35.0,4,0.0,1.0,1.0,0.7,-6.3,1,0,0.0,1272
Brazil,1906.0,0.0,0.0,1,3.2534,35.0,4,0.0,1.0,1.0,0.7,-4.1,1,0,0.0,1273
Brazil,1907.0,0.0,0.0,1,3.1712,35.0,4,0.0,1.0,1.0,0.7,5.6,1,0,0.0,1274
Brazil,1908.0,0.0,0.0,1,3.1884,35.0,4,0.0,1.0,1.0,0.7,5.3,1,0,0.0,1275
Brazil,1909.0,0.0,0.0,1,3.1616,35.0,4,0.0,1.0,1.0,0.7,-1.2,1,0,0.0,1276
Brazil,1910.0,0.0,0.0,1,2.9614,35.0,4,0.0,1.0,1.0,0.7,-1.2,1,0,0.0,1277
Brazil,1911.0,0.0,0.0,1,2.9542,35.0,4,0.0,0.0,0.0,0.0,-2.6,1,0,0.0,1278
Brazil,1912.0,0.0,0.0,1,2.9782,35.0,4,0.0,0.0,0.0,0.0,10.7,1,0,0.0,1279
Brazil,1913.0,0.0,0.0,1,2.9564,35.0,4,0.0,0.0,0.0,0.0,-4.1,1,0,0.0,1280
Brazil,1914.0,1.0,1.0,1,3.29,35.0,4,0.0,1.0,1.0,0.7,-6.7,1,1,0.0,1281
Brazil,1915.0,0.0,0.0,0,4.24,35.0,4,0.0,1.0,1.0,0.7,11.4,1,1,0.0,1282
Brazil,1916.0,0.0,0.0,0,4.27,35.0,4,0.0,1.0,1.0,0.7,13.9,1,0,0.0,1283
Brazil,1917.0,0.0,0.0,0,3.75,35.0,4,0.0,1.0,1.0,0.7,9.3,1,0,0.0,1284
Brazil,1918.0,0.0,0.0,0,3.73,35.0,4,0.0,1.0,1.0,0.7,10.3,1,0,0.0,1285
Brazil,1919.0,0.0,0.0,0,3.48,35.0,4,0.0,1.0,1.0,0.7,6.0,1,0,0.0,1286
Brazil,1920.0,0.0,0.0,0,6.5574,35.0,4,0.0,0.0,0.0,0.0,14.6,1,1,0.0,1287
Brazil,1921.0,0.0,0.0,0,7.8932,35.0,4,0.0,0.0,0.0,0.0,-6.3,1,1,0.0,1288
Brazil,1922.0,0.0,0.0,0,8.3716,35.0,4,0.0,0.0,0.0,0.0,8.9,1,0,0.0,1289
Brazil,1923.0,1.0,1.0,0,10.7025,35.0,4,0.0,0.0,0.0,0.0,20.3,1,1,1.0,1290
Brazil,1924.0,0.0,0.0,0,8.6913,35.0,4,0.0,0.0,0.0,0.0,14.0,1,0,0.0,1291
Brazil,1925.0,0.0,0.0,0,7.0553,35.0,4,0.0,0.0,0.0,0.0,12.7,1,0,0.0,1292
Brazil,1926.0,1.0,1.0,0,8.4358,35.0,4,0.0,0.0,0.0,0.0,-7.5,1,1,0.0,1293
Brazil,1927.0,0.0,0.0,0,8.3558,35.0,4,0.0,0.0,0.0,0.0,0.2,1,0,0.0,1294
Brazil,1928.0,0.0,0.0,1,8.4104,35.0,4,0.0,0.0,0.0,0.0,5.1,1,0,0.0,1295
Brazil,1929.0,1.0,1.0,1,8.8594,35.0,4,0.0,0.0,0.0,0.0,-2.2,1,0,0.0,1296
Brazil,1930.0,0.0,0.0,0,10.4037,35.0,4,0.0,0.0,0.0,0.0,-10.7,1,1,0.0,1297
Brazil,1931.0,0.0,0.0,0,16.1264,35.0,4,0.0,1.0,1.0,0.7,-1.1,1,1,0.0,1298
Brazil,1932.0,0.0,0.0,0,13.1015,35.0,4,0.0,1.0,1.0,0.7,0.8,1,0,0.0,1299
Brazil,1933.0,0.0,0.0,0,11.6286,35.0,4,0.0,1.0,1.0,0.7,0.3,1,0,0.0,1300
Brazil,1934.0,0.0,0.0,0,12.21,35.0,4,0.0,0.0,0.0,0.0,4.5,1,1,0.0,1301
Brazil,1935.0,0.0,0.0,0,11.92,35.0,4,0.0,0.0,0.0,0.0,3.9,1,1,0.0,1302
Brazil,1936.0,0.0,0.0,0,16.8,35.0,4,0.0,0.0,0.0,0.0,7.6,1,0,0.0,1303
Brazil,1937.0,0.0,0.0,0,18.21,35.0,4,0.0,1.0,1.0,0.7,4.4,1,0,0.0,1304
Brazil,1938.0,0.0,0.0,0,17.05,35.0,4,0.0,1.0,1.0,0.7,6.3,1,0,0.0,1305
Brazil,1939.0,0.0,0.0,0,19.8953,35.0,4,0.0,1.0,1.0,0.7,1.5,1,0,0.0,1306
Brazil,1940.0,0.0,0.0,0,19.9322,35.0,4,0.0,1.0,1.0,0.7,6.8,1,0,0.0,1307
Brazil,1941.0,0.0,0.0,0,19.4818,35.0,4,0.0,1.0,1.0,0.7,12.1,1,0,0.0,1308
Brazil,1942.0,0.0,0.0,0,19.4099,35.0,4,0.0,1.0,1.0,0.7,17.1,1,0,0.0,1309
Brazil,1943.0,0.0,0.0,0,19.5008,35.0,4,0.0,1.0,1.0,0.7,4.3,1,0,0.0,1310
Brazil,1944.0,0.0,0.0,0,19.305,35.0,4,0.0,0.0,0.0,0.0,14.1,1,0,0.0,1311
Brazil,1945.0,0.0,0.0,0,19.305,35.0,4,0.0,0.0,0.0,0.0,8.2,1,0,0.0,1312
Brazil,1946.0,0.0,0.0,0,18.5,35.0,4,0.0,0.0,0.0,0.0,25.5,1,0,1.0,1313
Brazil,1947.0,0.0,0.0,0,23.25,35.0,4,0.0,0.0,0.0,0.0,22.9,1,0,1.0,1314
Brazil,1948.0,0.0,0.0,0,26.55,35.0,4,0.0,0.0,0.0,0.0,5.2,1,0,0.0,1315
Brazil,1949.0,0.0,0.0,0,30.75,35.0,4,0.0,0.0,0.0,0.0,4.4,1,1,0.0,1316
Brazil,1950.0,0.0,0.0,0,32.0,35.0,4,0.0,0.0,0.0,0.0,3.7,1,0,0.0,1317
Brazil,1951.0,0.0,0.0,0,29.75,35.0,4,0.0,0.0,0.0,0.0,11.3,1,0,0.0,1318
Brazil,1952.0,0.0,0.0,0,37.25,35.0,4,0.0,0.0,0.0,0.0,27.2,1,1,1.0,1319
Brazil,1953.0,0.0,0.0,0,56.5,35.0,4,0.0,0.0,0.0,0.0,19.5,1,1,0.0,1320
Brazil,1954.0,0.0,0.0,0,78.0,35.0,4,0.0,0.0,0.0,0.0,22.4,1,1,1.0,1321
Brazil,1955.0,0.0,0.0,0,68.5,35.0,4,0.0,0.0,0.0,0.0,18.3,1,0,0.0,1322
Brazil,1956.0,0.0,0.0,0,67.5,35.0,4,0.0,0.0,0.0,0.0,25.8,1,0,1.0,1323
